text
"Order Placement: 2025-04-26 18:30:18.397769, Customer: Holly Garza, Time of Order: 21:16:27, Location: North Josephmouth, Texas, Mayotte - 14361, Product ID: ELEC-LAP-0004, Quantity: 1, Payment Method: Debit Card"
"Product ID: FURN-DSK-0009, Category: Furniture, Subcategory: Desks, Price: $$1,421.75, List Price: $$1,712.95, Discount Price: $$1,421.75, Supplier: Supplier_10, Availability: In Stock, ETA: 2025-05-14"
"Product ID: GROC-BEV-0015, Category: Groceries, Subcategory: Beverages, Price: $$1,548.37, List Price: $$1,683.01, Discount Price: $$1,548.37, Supplier: Supplier_8, Supplier_2, Availability: Limited, ETA: 2025-05-13"
"Product ID: GROC-BEV-0016, Category: Groceries, Subcategory: Beverages, Price: $$1,460.73, List Price: $$1,587.75, Discount Price: $$1,460.73, Supplier: Supplier_5, Availability: In Stock, ETA: 2025-05-11"
"Product ID: ELEC-CAM-0012, Category: Electronics, Subcategory: Cameras, Price: $$440.94, List Price: $$479.28, Discount Price: $$440.94, Supplier: Supplier_5, Availability: In Stock, ETA: 2025-05-09"
"Product ID: GROC-BEV-0017, Category: Groceries, Subcategory: Beverages, Price: $$1,687.88, List Price: $$1,918.05, Discount Price: $$1,687.88, Supplier: Supplier_1, Supplier_2, Availability: Limited, ETA: 2025-05-15"
"Product ID: FURN-CAB-0014, Category: Furniture, Subcategory: Cabinets, Price: $$1,623.64, List Price: $$1,709.10, Discount Price: $$1,623.64, Supplier: Supplier_6, Supplier_3, Availability: In Stock, ETA: 2025-05-04"
"Product ID: ELEC-TAB-0013, Category: Electronics, Subcategory: Tablets, Price: $$726.25, List Price: $$806.94, Discount Price: $$726.25, Supplier: Supplier_3, Supplier_6, Availability: Out of Stock, ETA: 2025-05-10"
"Product ID: ELEC-CAM-0010, Category: Electronics, Subcategory: Cameras, Price: $$810.85, List Price: $$1,110.75, Discount Price: $$810.85, Supplier: Supplier_7, Availability: In Stock, ETA: 2025-05-06"
"Product ID: ELEC-TAB-0014, Category: Electronics, Subcategory: Tablets, Price: $$1,671.19, List Price: $$1,836.47, Discount Price: $$1,671.19, Supplier: Supplier_10, Supplier_4, Availability: Out of Stock, ETA: 2025-05-14"
"Product ID: GROC-VEG-0011, Category: Groceries, Subcategory: Vegetables, Price: $$1,179.72, List Price: $$1,572.96, Discount Price: $$1,179.72, Supplier: Supplier_1, Availability: In Stock, ETA: 2025-05-11"
"Product ID: ELEC-CAM-0011, Category: Electronics, Subcategory: Cameras, Price: $$1,208.91, List Price: $$1,549.89, Discount Price: $$1,208.91, Supplier: Supplier_3, Availability: In Stock, ETA: 2025-05-07"
"Product ID: APPR-SHS-0012, Category: Apparel, Subcategory: Shoes, Price: $$95.80, List Price: $$121.27, Discount Price: $$95.80, Supplier: Supplier_8, Availability: In Stock, ETA: 2025-05-04"
"Product ID: FURN-BED-0012, Category: Furniture, Subcategory: Beds, Price: $$333.54, List Price: $$401.85, Discount Price: $$333.54, Supplier: Supplier_2, Availability: In Stock, ETA: 2025-05-07"
"Product ID: ELEC-TAB-0012, Category: Electronics, Subcategory: Tablets, Price: $$56.79, List Price: $$69.25, Discount Price: $$56.79, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-09"
"Product ID: APPR-SHS-0013, Category: Apparel, Subcategory: Shoes, Price: $$1,762.44, List Price: $$1,895.10, Discount Price: $$1,762.44, Supplier: Supplier_1, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: GROC-FRT-0014, Category: Groceries, Subcategory: Fruits, Price: $$488.69, List Price: $$634.66, Discount Price: $$488.69, Supplier: Supplier_9, Supplier_10, Availability: Limited, ETA: 2025-05-07"
"Product ID: AUTO-TIR-0012, Category: Automotive, Subcategory: Tires, Price: $$1,085.71, List Price: $$1,529.17, Discount Price: $$1,085.71, Supplier: Supplier_3, Supplier_10, Availability: Limited, ETA: 2025-05-11"
"Product ID: AUTO-TIR-0013, Category: Automotive, Subcategory: Tires, Price: $$1,510.44, List Price: $$1,659.82, Discount Price: $$1,510.44, Supplier: Supplier_4, Supplier_5, Availability: In Stock, ETA: 2025-05-08"
"Product ID: FURN-DSK-0010, Category: Furniture, Subcategory: Desks, Price: $$836.21, List Price: $$1,032.36, Discount Price: $$836.21, Supplier: Supplier_4, Availability: In Stock, ETA: 2025-05-08"
"Product ID: AUTO-TIR-0014, Category: Automotive, Subcategory: Tires, Price: $$1,130.21, List Price: $$1,228.49, Discount Price: $$1,130.21, Supplier: Supplier_1, Supplier_10, Availability: Out of Stock, ETA: 2025-05-14"
"Product ID: APPR-JKT-0026, Category: Apparel, Subcategory: Jackets, Price: $$864.71, List Price: $$1,108.60, Discount Price: $$864.71, Supplier: Supplier_5, Availability: Out of Stock, ETA: 2025-05-11"
"Product ID: APPR-SHT-0012, Category: Apparel, Subcategory: Shirts, Price: $$442.23, List Price: $$526.46, Discount Price: $$442.23, Supplier: Supplier_6, Availability: Limited, ETA: 2025-05-10"
"Product ID: AUTO-TIR-0017, Category: Automotive, Subcategory: Tires, Price: $$419.16, List Price: $$470.97, Discount Price: $$419.16, Supplier: Supplier_8, Supplier_3, Availability: In Stock, ETA: 2025-05-13"
"Product ID: APPR-SHT-0013, Category: Apparel, Subcategory: Shirts, Price: $$779.85, List Price: $$1,012.79, Discount Price: $$779.85, Supplier: Supplier_3, Availability: In Stock, ETA: 2025-05-16"
"Product ID: APPR-JNS-0020, Category: Apparel, Subcategory: Jeans, Price: $$528.11, List Price: $$567.86, Discount Price: $$528.11, Supplier: Supplier_3, Availability: In Stock, ETA: 2025-05-17"
"Product ID: AUTO-OIL-0015, Category: Automotive, Subcategory: Oil, Price: $$1,433.35, List Price: $$1,885.99, Discount Price: $$1,433.35, Supplier: Supplier_3, Availability: Limited, ETA: 2025-05-13"
"Product ID: GROC-FRT-0012, Category: Groceries, Subcategory: Fruits, Price: $$1,766.05, List Price: $$1,940.71, Discount Price: $$1,766.05, Supplier: Supplier_3, Supplier_10, Availability: In Stock, ETA: 2025-05-12"
"Product ID: APPR-SHS-0011, Category: Apparel, Subcategory: Shoes, Price: $$1,372.03, List Price: $$1,854.10, Discount Price: $$1,372.03, Supplier: Supplier_2, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: APPR-JNS-0015, Category: Apparel, Subcategory: Jeans, Price: $$1,450.55, List Price: $$1,836.14, Discount Price: $$1,450.55, Supplier: Supplier_2, Supplier_3, Availability: In Stock, ETA: 2025-05-08"
"Product ID: FURN-CAB-0017, Category: Furniture, Subcategory: Cabinets, Price: $$1,602.50, List Price: $$1,741.85, Discount Price: $$1,602.50, Supplier: Supplier_6, Supplier_2, Availability: In Stock, ETA: 2025-05-10"
"Product ID: APPR-SHS-0012, Category: Apparel, Subcategory: Shoes, Price: $$548.19, List Price: $$711.94, Discount Price: $$548.19, Supplier: Supplier_9, Availability: Out of Stock, ETA: 2025-05-05"
"Product ID: ELEC-LAP-0016, Category: Electronics, Subcategory: Laptops, Price: $$161.66, List Price: $$164.96, Discount Price: $$161.66, Supplier: Supplier_4, Availability: In Stock, ETA: 2025-05-08"
"Product ID: GROC-FRT-0015, Category: Groceries, Subcategory: Fruits, Price: $$479.61, List Price: $$599.51, Discount Price: $$479.61, Supplier: Supplier_6, Availability: In Stock, ETA: 2025-05-17"
"Product ID: APPR-JNS-0021, Category: Apparel, Subcategory: Jeans, Price: $$687.18, List Price: $$818.07, Discount Price: $$687.18, Supplier: Supplier_1, Availability: Out of Stock, ETA: 2025-05-13"
"Product ID: ELEC-CAM-0013, Category: Electronics, Subcategory: Cameras, Price: $$1,978.53, List Price: $$1,998.52, Discount Price: $$1,978.53, Supplier: Supplier_2, Availability: Limited, ETA: 2025-05-16"
"Product ID: FURN-CAB-0015, Category: Furniture, Subcategory: Cabinets, Price: $$350.77, List Price: $$417.58, Discount Price: $$350.77, Supplier: Supplier_3, Availability: Limited, ETA: 2025-05-08"
"Product ID: APPR-SHS-0013, Category: Apparel, Subcategory: Shoes, Price: $$872.43, List Price: $$938.10, Discount Price: $$872.43, Supplier: Supplier_5, Availability: Out of Stock, ETA: 2025-05-06"
"Product ID: GROC-SNK-0011, Category: Groceries, Subcategory: Snacks, Price: $$625.46, List Price: $$781.82, Discount Price: $$625.46, Supplier: Supplier_7, Availability: In Stock, ETA: 2025-05-16"
"Product ID: AUTO-BAT-0016, Category: Automotive, Subcategory: Batteries, Price: $$307.18, List Price: $$388.83, Discount Price: $$307.18, Supplier: Supplier_1, Availability: Out of Stock, ETA: 2025-05-05"
"Product ID: AUTO-TIR-0015, Category: Automotive, Subcategory: Tires, Price: $$876.64, List Price: $$1,168.85, Discount Price: $$876.64, Supplier: Supplier_3, Supplier_7, Availability: In Stock, ETA: 2025-05-04"
"Product ID: FURN-CAB-0018, Category: Furniture, Subcategory: Cabinets, Price: $$409.42, List Price: $$511.78, Discount Price: $$409.42, Supplier: Supplier_7, Supplier_3, Availability: Limited, ETA: 2025-05-05"
"Product ID: APPR-JNS-0022, Category: Apparel, Subcategory: Jeans, Price: $$1,111.52, List Price: $$1,462.52, Discount Price: $$1,111.52, Supplier: Supplier_7, Supplier_2, Availability: In Stock, ETA: 2025-05-09"
"Product ID: ELEC-LAP-0017, Category: Electronics, Subcategory: Laptops, Price: $$603.47, List Price: $$763.89, Discount Price: $$603.47, Supplier: Supplier_1, Supplier_9, Availability: Out of Stock, ETA: 2025-05-11"
"Product ID: AUTO-BAT-0011, Category: Automotive, Subcategory: Batteries, Price: $$165.81, List Price: $$233.54, Discount Price: $$165.81, Supplier: Supplier_1, Supplier_5, Availability: Out of Stock, ETA: 2025-05-16"
"Product ID: AUTO-TIR-0018, Category: Automotive, Subcategory: Tires, Price: $$1,792.59, List Price: $$1,867.28, Discount Price: $$1,792.59, Supplier: Supplier_6, Supplier_10, Availability: Out of Stock, ETA: 2025-05-08"
"Product ID: GROC-FRT-0016, Category: Groceries, Subcategory: Fruits, Price: $$101.48, List Price: $$125.28, Discount Price: $$101.48, Supplier: Supplier_7, Supplier_8, Availability: Limited, ETA: 2025-05-05"
"Order Placement: 2025-04-26 18:30:18.397769, Customer: Holly Garza, Time of Order: 21:16:27, Location: North Josephmouth, Texas, Mayotte - 14361, Product ID: ELEC-LAP-0004, Category: Electronics, Subcategory: Laptops, Quantity: 1, Payment Method: Debit Card, Price: $$1,077.98, Supplier: Supplier_9, Carrier: Hahn, Higgins and Conway, Tracking Number: TEJ-55883655, Shipment Date: 2025-04-26, Estimated Delivery: 2025-05-02, Actual Delivery: 2025-05-02, Status: Delivered"
"Order Placement: 2025-04-25 04:39:59.312418, Customer: Christina Daniel, Time of Order: 13:18:15, Location: South Mariamouth, California, Tajikistan - 70122, Product ID: GROC-BEV-0007, Category: Groceries, Subcategory: Beverages, Quantity: 5, Payment Method: Paypal, Price: $$413.55, Supplier: Supplier_10, Supplier_4, Carrier: Jones, Branch and Pollard, Tracking Number: UVn-09566800, Shipment Date: 2025-04-27, Estimated Delivery: 2025-04-30, Actual Delivery: 2025-04-30, Status: Delivered"
"Order Placement: 2025-04-11 09:54:17.196556, Customer: Jennifer Ray, Time of Order: 13:54:45, Location: Lake Mary, Nevada, Azerbaijan - 56926, Product ID: ELEC-LAP-0002, Category: Electronics, Subcategory: Laptops, Quantity: 1, Payment Method: Credit Card, Price: $$1,323.25, Supplier: Supplier_7, Carrier: Jackson-Fowler, Tracking Number: tvD-22058693, Shipment Date: 2025-04-12, Estimated Delivery: 2025-04-14, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-16 12:44:17.713403, Customer: Jeff Hernandez, Time of Order: 08:51:55, Location: Derekburgh, Maryland, Afghanistan - 01237, Product ID: FURN-CHR-0002, Category: Furniture, Subcategory: Chairs, Quantity: 5, Payment Method: Paypal, Price: $$50.51, Supplier: Supplier_9, Carrier: Delgado Ltd, Tracking Number: jSG-89897704, Shipment Date: 2025-04-16, Estimated Delivery: 2025-04-19, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-14 16:01:20.812293, Customer: Jared Sanchez, Time of Order: 13:56:13, Location: West Dawnton, Minnesota, Montenegro - 86077, Product ID: ELEC-CAM-0006, Category: Electronics, Subcategory: Cameras, Quantity: 1, Payment Method: Debit Card, Price: $$626.81, Supplier: Supplier_6, Carrier: Kim Ltd, Tracking Number: jYZ-37622899, Shipment Date: 2025-04-15, Estimated Delivery: 2025-04-17, Actual Delivery: 2025-04-17, Status: Delivered"
"Order Placement: 2025-04-04 23:51:10.103614, Customer: Terry Parker, Time of Order: 06:22:04, Location: South Lori, Oregon, Micronesia - 95699, Product ID: GROC-VEG-0008, Category: Groceries, Subcategory: Vegetables, Quantity: 5, Payment Method: Credit Card, Price: $$689.03, Supplier: Supplier_2, Carrier: Herrera, Hill and Thomas, Tracking Number: gMO-55794429, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-10, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-30 23:59:22.511366, Customer: Charles Matthews, Time of Order: 10:32:12, Location: Port Nicole, Alabama, Lesotho - 62086, Product ID: GROC-BEV-0009, Category: Groceries, Subcategory: Beverages, Quantity: 5, Payment Method: Credit Card, Price: $$949.25, Supplier: Supplier_7, Carrier: Sullivan-Baxter, Tracking Number: qNc-14492528, Shipment Date: 2025-04-30, Estimated Delivery: 2025-05-02, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-04 05:35:12.961686, Customer: Kimberly Thompson, Time of Order: 04:13:16, Location: West Bryan, Nevada, Gambia - 35832, Product ID: FURN-BED-0007, Category: Furniture, Subcategory: Beds, Quantity: 3, Payment Method: Paypal, Price: $$484.75, Supplier: Supplier_9, Supplier_4, Carrier: Glass-Gonzalez, Tracking Number: cVI-38291172, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-08, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-10 20:49:12.722753, Customer: Emily Perez, Time of Order: 22:27:03, Location: Caitlinland, Florida, Dominica - 92918, Product ID: ELEC-CAM-0002, Category: Electronics, Subcategory: Cameras, Quantity: 3, Payment Method: Debit Card, Price: $$843.62, Supplier: Supplier_2, Supplier_10, Carrier: Walter Group, Tracking Number: lac-98559020, Shipment Date: 2025-04-11, Estimated Delivery: 2025-04-16, Actual Delivery: 2025-04-16, Status: Delivered"
"Order Placement: 2025-04-07 15:00:08.555845, Customer: Joel Johnston, Time of Order: 20:03:57, Location: Port Cynthia, Oregon, Cook Islands - 20218, Product ID: APPR-SHT-0001, Category: Apparel, Subcategory: Shirts, Quantity: 4, Payment Method: Paypal, Price: $$1,160.53, Supplier: Supplier_10, Carrier: Burns, Payne and Snyder, Tracking Number: xyC-43599294, Shipment Date: 2025-04-07, Estimated Delivery: 2025-04-14, Actual Delivery: 2025-04-14, Status: Delivered"
"Order Placement: 2025-04-23 19:19:34.572519, Customer: Aaron Sanchez, Time of Order: 05:29:38, Location: North Kellytown, New York, Maldives - 10489, Product ID: FURN-CAB-0004, Category: Furniture, Subcategory: Cabinets, Quantity: 2, Payment Method: Paypal, Price: $$1,497.71, Supplier: Supplier_8, Carrier: Willis Ltd, Tracking Number: sPa-08641421, Shipment Date: 2025-04-25, Estimated Delivery: 2025-04-30, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-21 19:25:43.491810, Customer: Dr. Gregory Ruiz, Time of Order: 10:02:25, Location: Davieston, Missouri, American Samoa - 50577, Product ID: APPR-SHS-0005, Category: Apparel, Subcategory: Shoes, Quantity: 3, Payment Method: Debit Card, Price: $$1,111.78, Supplier: Supplier_5, Carrier: Williams PLC, Tracking Number: lNr-28724557, Shipment Date: 2025-04-21, Estimated Delivery: 2025-04-24, Actual Delivery: 2025-04-24, Status: Delivered"
"Order Placement: 2025-04-04 01:13:25.389631, Customer: Lisa Cooper, Time of Order: 13:18:48, Location: Port Steven, Arkansas, French Southern Territories - 44688, Product ID: AUTO-FIL-0005, Category: Automotive, Subcategory: Filters, Quantity: 3, Payment Method: Debit Card, Price: $$282.10, Supplier: Supplier_3, Carrier: Rosales-Reed, Tracking Number: BDb-35849885, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-08, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-03 21:08:00.631616, Customer: Bobby Fuentes, Time of Order: 22:02:00, Location: Jamesbury, New Jersey, Comoros - 52959, Product ID: APPR-SHT-0010, Category: Apparel, Subcategory: Shirts, Quantity: 1, Payment Method: Debit Card, Price: $$1,275.61, Supplier: Supplier_5, Supplier_4, Carrier: Swanson-Brown, Tracking Number: xbs-94400334, Shipment Date: 2025-04-04, Estimated Delivery: 2025-04-09, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-05-02 01:17:02.535310, Customer: John Chapman, Time of Order: 11:17:35, Location: South Travisstad, New York, Bahrain - 49068, Product ID: APPR-SHT-0009, Category: Apparel, Subcategory: Shirts, Quantity: 2, Payment Method: Debit Card, Price: $$838.60, Supplier: Supplier_6, Supplier_8, Carrier: Nielsen, Simmons and Mcclain, Tracking Number: cBM-20536095, Shipment Date: 2025-05-03, Estimated Delivery: 2025-05-06, Actual Delivery: 2025-05-06, Status: Delivered"
"Order Placement: 2025-04-16 19:17:28.293935, Customer: Joshua Castro, Time of Order: 20:03:06, Location: South Eric, California, American Samoa - 97578, Product ID: GROC-VEG-0001, Category: Groceries, Subcategory: Vegetables, Quantity: 2, Payment Method: Paypal, Price: $$1,578.70, Supplier: Supplier_8, Supplier_6, Carrier: Owen-Johnson, Tracking Number: TBz-89049248, Shipment Date: 2025-04-18, Estimated Delivery: 2025-04-20, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-19 13:25:34.853595, Customer: Benjamin Tapia, Time of Order: 20:17:48, Location: South Robertton, North Carolina, Mauritania - 70747, Product ID: AUTO-BAT-0005, Category: Automotive, Subcategory: Batteries, Quantity: 3, Payment Method: Paypal, Price: $$305.29, Supplier: Supplier_6, Carrier: Gibbs, Johnson and Aguilar, Tracking Number: lgB-94317928, Shipment Date: 2025-04-19, Estimated Delivery: 2025-04-22, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-28 14:35:15.989050, Customer: Joshua Williams, Time of Order: 00:26:16, Location: Jimmyview, Georgia, French Guiana - 17765, Product ID: GROC-BEV-0009, Category: Groceries, Subcategory: Beverages, Quantity: 1, Payment Method: Credit Card, Price: $$949.25, Supplier: Supplier_7, Carrier: Johnson-Barker, Tracking Number: EyH-18688939, Shipment Date: 2025-04-29, Estimated Delivery: 2025-05-04, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-10 05:18:55.001052, Customer: Cassandra Barber, Time of Order: 03:46:56, Location: Keithfurt, Tennessee, Tuvalu - 87808, Product ID: AUTO-BAT-0005, Category: Automotive, Subcategory: Batteries, Quantity: 5, Payment Method: Debit Card, Price: $$305.29, Supplier: Supplier_6, Carrier: Johnson-Monroe, Tracking Number: oDk-24181023, Shipment Date: 2025-04-10, Estimated Delivery: 2025-04-17, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-21 20:40:21.720615, Customer: Amber Gregory, Time of Order: 05:13:44, Location: New Sandrafort, Utah, Guadeloupe - 09475, Product ID: APPR-JKT-0001, Category: Apparel, Subcategory: Jackets, Quantity: 3, Payment Method: Credit Card, Price: $$572.79, Supplier: Supplier_4, Carrier: Jones, Sims and Douglas, Tracking Number: nGA-51188616, Shipment Date: 2025-04-21, Estimated Delivery: 2025-04-23, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-30 11:05:44.104498, Customer: Whitney Ray, Time of Order: 01:39:47, Location: Watkinsshire, Florida, American Samoa - 87413, Product ID: AUTO-OIL-0002, Category: Automotive, Subcategory: Oil, Quantity: 2, Payment Method: Paypal, Price: $$1,570.51, Supplier: Supplier_5, Carrier: Carrillo, Johnson and Cooper, Tracking Number: Wna-74467909, Shipment Date: 2025-04-30, Estimated Delivery: 2025-05-02, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-19 04:22:32.499102, Customer: David Williams, Time of Order: 08:02:59, Location: Hernandezland, South Dakota, Palau - 14821, Product ID: GROC-BEV-0004, Category: Groceries, Subcategory: Beverages, Quantity: 1, Payment Method: Debit Card, Price: $$501.70, Supplier: Supplier_8, Carrier: Vasquez PLC, Tracking Number: rTP-66744778, Shipment Date: 2025-04-19, Estimated Delivery: 2025-04-25, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-05-03 09:07:40.775762, Customer: Ashley Jenkins, Time of Order: 22:23:50, Location: South Robertburgh, Iowa, Fiji - 65293, Product ID: FURN-CAB-0003, Category: Furniture, Subcategory: Cabinets, Quantity: 1, Payment Method: Credit Card, Price: $$1,337.57, Supplier: Supplier_7, Carrier: Bennett, Logan and Wallace, Tracking Number: NFG-37426938, Shipment Date: 2025-05-05, Estimated Delivery: 2025-05-12, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-05 06:10:10.905060, Customer: Sarah Camacho, Time of Order: 01:21:13, Location: Rachelhaven, Texas, Taiwan - 30133, Product ID: ELEC-SM-0003, Category: Electronics, Subcategory: Smartphones, Quantity: 2, Payment Method: Credit Card, Price: $$1,475.56, Supplier: Supplier_3, Carrier: Allen Group, Tracking Number: imL-83285838, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-08, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-26 22:05:16.802866, Customer: Danielle Chapman, Time of Order: 07:24:39, Location: Williamston, Pennsylvania, Italy - 66934, Product ID: ELEC-TAB-0001, Category: Electronics, Subcategory: Tablets, Quantity: 4, Payment Method: Credit Card, Price: $$1,659.04, Supplier: Supplier_6, Carrier: Weber, Obrien and Williams, Tracking Number: gKW-19453627, Shipment Date: 2025-04-26, Estimated Delivery: 2025-04-28, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-08 03:29:45.498580, Customer: Kathleen Nelson, Time of Order: 20:40:09, Location: South Joshua, Utah, Vanuatu - 52121, Product ID: ELEC-LAP-0003, Category: Electronics, Subcategory: Laptops, Quantity: 4, Payment Method: Debit Card, Price: $$1,804.80, Supplier: Supplier_1, Supplier_4, Carrier: Vazquez PLC, Tracking Number: mgK-82367765, Shipment Date: 2025-04-08, Estimated Delivery: 2025-04-10, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-04 14:34:39.007061, Customer: Felicia Nelson, Time of Order: 22:05:31, Location: Port Laurastad, California, Cocos (Keeling) Islands - 26126, Product ID: GROC-BEV-0005, Category: Groceries, Subcategory: Beverages, Quantity: 3, Payment Method: Credit Card, Price: $$787.19, Supplier: Supplier_6, Supplier_10, Carrier: Roberts Inc, Tracking Number: osj-37497202, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-09, Actual Delivery: 2025-04-09, Status: Delivered"
"Order Placement: 2025-04-07 17:10:07.042459, Customer: Brandon Castro, Time of Order: 10:53:45, Location: Hatfieldview, Illinois, Greece - 80112, Product ID: AUTO-FIL-0003, Category: Automotive, Subcategory: Filters, Quantity: 2, Payment Method: Paypal, Price: $$680.63, Supplier: Supplier_2, Supplier_10, Carrier: Johnson, Patterson and Wilson, Tracking Number: xzI-96089691, Shipment Date: 2025-04-09, Estimated Delivery: 2025-04-12, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-20 06:20:02.295870, Customer: Mary Ramos, Time of Order: 02:58:56, Location: Alvaradochester, Delaware, Holy See (Vatican City State) - 11625, Product ID: GROC-SNK-0003, Category: Groceries, Subcategory: Snacks, Quantity: 1, Payment Method: Paypal, Price: $$408.07, Supplier: Supplier_6, Supplier_7, Carrier: Johnson, Lawrence and Porter, Tracking Number: Uqx-47158428, Shipment Date: 2025-04-22, Estimated Delivery: 2025-04-29, Actual Delivery: , Status: Processing"
"Order Placement: 2025-05-02 18:13:53.149098, Customer: Michael Martin, Time of Order: 11:36:44, Location: North Tammy, Washington, Belize - 50274, Product ID: FURN-CHR-0007, Category: Furniture, Subcategory: Chairs, Quantity: 1, Payment Method: Credit Card, Price: $$331.68, Supplier: Supplier_3, Carrier: Hughes, Graham and Preston, Tracking Number: cKP-30855874, Shipment Date: 2025-05-04, Estimated Delivery: 2025-05-08, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-22 20:53:50.142863, Customer: Mary Smith, Time of Order: 00:43:53, Location: North Sean, Oregon, Djibouti - 23806, Product ID: ELEC-CAM-0004, Category: Electronics, Subcategory: Cameras, Quantity: 3, Payment Method: Credit Card, Price: $$181.78, Supplier: Supplier_2, Carrier: Rodriguez-Young, Tracking Number: EDr-38511921, Shipment Date: 2025-04-24, Estimated Delivery: 2025-04-29, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-30 16:09:02.375671, Customer: Keith Rasmussen, Time of Order: 16:12:05, Location: Carterview, New York, Sudan - 06664, Product ID: APPR-SHS-0003, Category: Apparel, Subcategory: Shoes, Quantity: 5, Payment Method: Debit Card, Price: $$436.33, Supplier: Supplier_3, Supplier_2, Carrier: Levine Group, Tracking Number: bpz-03140938, Shipment Date: 2025-05-01, Estimated Delivery: 2025-05-03, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-25 13:09:39.074006, Customer: Craig Montoya, Time of Order: 19:34:33, Location: Anatown, Georgia, Palau - 58475, Product ID: GROC-VEG-0003, Category: Groceries, Subcategory: Vegetables, Quantity: 1, Payment Method: Debit Card, Price: $$662.29, Supplier: Supplier_5, Supplier_6, Carrier: Chambers, Webb and Butler, Tracking Number: QWF-70781187, Shipment Date: 2025-04-27, Estimated Delivery: 2025-05-03, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-07 08:36:52.671843, Customer: Kelly Weaver, Time of Order: 09:14:18, Location: North Luis, Tennessee, Samoa - 56601, Product ID: ELEC-LAP-0001, Category: Electronics, Subcategory: Laptops, Quantity: 3, Payment Method: Debit Card, Price: $$493.64, Supplier: Supplier_10, Carrier: Collins and Sons, Tracking Number: lZP-95824812, Shipment Date: 2025-04-09, Estimated Delivery: 2025-04-13, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-05-02 05:01:13.480264, Customer: Edward Weber, Time of Order: 17:58:32, Location: Lemouth, Connecticut, Ireland - 67697, Product ID: APPR-JKT-0003, Category: Apparel, Subcategory: Jackets, Quantity: 2, Payment Method: Credit Card, Price: $$1,414.27, Supplier: Supplier_3, Carrier: Hayes Ltd, Tracking Number: haW-34269592, Shipment Date: 2025-05-04, Estimated Delivery: 2025-05-09, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-29 10:22:02.278278, Customer: Travis Olson, Time of Order: 21:41:07, Location: Ramseyshire, Colorado, Poland - 71488, Product ID: FURN-BED-0003, Category: Furniture, Subcategory: Beds, Quantity: 3, Payment Method: Credit Card, Price: $$1,275.81, Supplier: Supplier_9, Carrier: Hernandez Group, Tracking Number: UfB-67119630, Shipment Date: 2025-04-30, Estimated Delivery: 2025-05-05, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-09 06:27:28.712419, Customer: Tammy Hampton, Time of Order: 15:51:24, Location: Estesmouth, Iowa, Kiribati - 91018, Product ID: AUTO-FIL-0008, Category: Automotive, Subcategory: Filters, Quantity: 4, Payment Method: Credit Card, Price: $$856.33, Supplier: Supplier_1, Carrier: Jimenez, Brooks and Scott, Tracking Number: xHl-40283838, Shipment Date: 2025-04-11, Estimated Delivery: 2025-04-13, Actual Delivery: , Status: Out for Delivery"
