order_placement,customer_name,time_of_order,location,product_id,quantity,payment_method
2025-04-28 20:16:27.661249,Kathy Jones,20:17:02,"North Veronicaside, Oklahoma, Sri Lanka - 07658",APPR-SHT-0005,2,Debit Card
2025-04-10 12:45:49.463769,John Rivera,14:10:41,"Martinburgh, Iowa, Comoros - 73594",ELEC-CAM-0009,1,Paypal
2025-04-14 09:59:12.108146,Timothy Cross,23:43:09,"Gonzalezhaven, Iowa, Singapore - 44459",AUTO-FIL-0009,4,Debit Card
2025-04-10 09:22:28.353194,Jamie Lozano,11:17:03,"Bowenburgh, Wisconsin, Sao Tome and Principe - 78821",AUTO-BAT-0005,1,Debit Card
2025-04-15 15:13:06.011982,Gregory Thornton,15:54:05,"East Craigshire, Rhode Island, Gibraltar - 62528",GROC-SNK-0005,5,Debit Card
2025-04-05 23:19:47.906754,Robin Edwards,03:20:42,"East Brenda, Louisiana, Yemen - 66310",GROC-BEV-0008,5,Paypal
2025-04-09 22:35:56.443930,Dr. David Davis DDS,17:51:32,"South Fredbury, Oregon, Malaysia - 89117",ELEC-TAB-0004,1,Credit Card
2025-04-11 01:47:56.501715,John Hoffman,16:43:54,"Jacobport, Pennsylvania, Iraq - 23491",FURN-BED-0006,3,Debit Card
2025-04-25 18:52:52.359100,Stephen Barnes,08:50:37,"Richardland, Vermont, Niue - 09050",ELEC-TAB-0009,5,Paypal
2025-04-30 18:00:28.248363,Mrs. Kelsey Montes,06:36:38,"Lewisstad, Kentucky, Jersey - 27577",ELEC-CAM-0005,4,Credit Card
2025-04-13 08:35:38.539316,William Murphy,03:16:42,"Chrisstad, New Hampshire, Gambia - 79513",ELEC-SM-0007,3,Paypal
2025-05-02 14:49:44.947479,Valerie Robinson,18:43:24,"New Loriburgh, Mississippi, Belize - 33862",ELEC-LAP-0010,4,Debit Card
2025-04-04 03:23:13.416658,Elizabeth Moon,18:57:27,"Tiffanystad, Florida, Sweden - 39890",FURN-CAB-0001,3,Debit Card
2025-04-12 21:37:06.631858,Megan Carter,07:09:02,"Anthonyshire, Wyoming, Cayman Islands - 44055",GROC-FRT-0005,4,Credit Card
2025-04-09 03:38:45.735423,Kayla Clark,06:11:19,"Port Jessica, Michigan, Argentina - 26094",AUTO-OIL-0005,3,Debit Card
2025-04-07 11:32:08.284415,Michelle Reyes,16:38:45,"Emilyhaven, Nevada, Morocco - 94090",FURN-CHR-0004,3,Credit Card
2025-04-11 08:43:15.061130,Misty Price,09:19:14,"Fullerview, Illinois, Mayotte - 58727",GROC-VEG-0003,2,Debit Card
2025-04-25 19:54:15.055314,Christopher Williams,01:39:45,"South Johnville, Michigan, Indonesia - 67404",FURN-BED-0001,2,Credit Card
2025-04-29 22:59:48.960071,Nicole Davis DVM,22:36:12,"West Jasonshire, Tennessee, Andorra - 06254",AUTO-OIL-0003,1,Debit Card
2025-04-17 19:48:54.054183,Jessica Chapman,03:50:52,"South Sarah, New Hampshire, Saint Helena - 56466",FURN-CHR-0001,4,Debit Card
2025-04-27 10:59:16.925870,Jimmy Miller,16:16:49,"Haynesstad, Arizona, Estonia - 16021",AUTO-FIL-0010,4,Paypal
2025-04-30 14:25:17.856274,Marissa Mckinney,00:29:44,"Steelechester, South Carolina, Panama - 70764",ELEC-SM-0011,2,Debit Card
2025-04-30 13:46:52.270787,Duane Figueroa,19:31:54,"West Roberto, South Carolina, Congo - 01182",ELEC-LAP-0003,4,Credit Card
2025-04-20 21:35:34.013314,Christina Roman,14:09:43,"Davismouth, Wisconsin, Saint Kitts and Nevis - 56736",FURN-DSK-0001,3,Credit Card
2025-04-06 04:16:42.981961,Julia Hawkins,22:09:38,"South Jasonton, Arkansas, Saint Lucia - 10368",APPR-JKT-0012,4,Paypal
2025-04-14 17:45:10.267724,Michael Nelson,10:15:08,"New Terrence, Maryland, South Africa - 25430",FURN-CHR-0010,2,Credit Card
2025-04-26 00:38:50.384292,Michelle Cardenas,08:15:23,"Danielchester, Arkansas, Ukraine - 90773",FURN-DSK-0001,1,Paypal
2025-04-15 18:29:25.355513,Kristi Palmer,00:26:54,"Robinshire, South Carolina, El Salvador - 90397",GROC-SNK-0001,3,Paypal
2025-04-16 06:27:34.274616,Krystal Pratt,01:09:23,"West Annette, South Carolina, Yemen - 90357",FURN-CAB-0007,1,Paypal
2025-04-18 14:46:16.151813,Deborah Abbott,21:40:38,"Ashleyfurt, Texas, Korea - 17951",ELEC-LAP-0007,1,Debit Card
2025-04-20 20:49:32.394360,Gary Herrera,21:01:25,"Stephanieview, Washington, Latvia - 66073",ELEC-CAM-0001,5,Credit Card
2025-04-30 13:43:25.030335,Jeff Hull,15:47:10,"Lake Michellemouth, West Virginia, Mauritius - 14983",GROC-VEG-0002,2,Debit Card
2025-05-02 03:14:33.545378,Gabrielle Schultz,20:28:29,"South Gregoryborough, Nevada, Gabon - 17447",GROC-SNK-0004,1,Debit Card
2025-04-28 20:26:33.126144,Erin Romero,00:05:54,"Richardland, Hawaii, Paraguay - 59078",FURN-DSK-0010,2,Paypal
2025-04-28 23:16:50.828880,Brandi Young,00:02:16,"Martinmouth, Oregon, Swaziland - 66411",APPR-JNS-0004,3,Debit Card
2025-05-01 08:43:07.040746,Jennifer Miller,11:53:21,"Josephmouth, Utah, Benin - 66518",FURN-CAB-0015,3,Paypal
2025-04-22 12:07:00.632661,Amy Grant,04:56:00,"Lowefort, Tennessee, Syrian Arab Republic - 90252",ELEC-CAM-0004,2,Debit Card
2025-04-22 15:27:30.761794,Bryan Nelson,08:32:52,"North Jessicatown, Connecticut, Bahrain - 29513",ELEC-SM-0014,5,Debit Card
2025-04-05 01:50:35.662752,Ethan Edwards,01:05:29,"East Carl, North Carolina, Cameroon - 89436",AUTO-FIL-0001,1,Credit Card
2025-04-18 00:20:07.364775,Matthew Gonzalez,22:04:47,"Timothyfurt, Connecticut, Central African Republic - 05191",FURN-BED-0006,5,Paypal
2025-04-27 01:41:54.600567,Julie Abbott,20:30:59,"Kimshire, New Hampshire, Kenya - 87670",GROC-BEV-0007,3,Debit Card
2025-04-22 07:18:55.843497,Miranda Rogers,16:57:38,"South Kelly, Missouri, Moldova - 39878",APPR-SHT-0006,3,Debit Card
2025-04-23 19:42:00.191332,Kristen Turner,10:15:35,"Port Kennethbury, South Dakota, Netherlands - 36750",AUTO-FIL-0010,1,Credit Card
2025-04-03 18:18:05.112551,Megan Mcbride,12:29:21,"South Kelsey, West Virginia, Belize - 60069",APPR-JKT-0014,4,Paypal
2025-04-16 16:27:14.937728,Michael Stevens,06:13:39,"South Rachelville, Arizona, Uganda - 02719",GROC-FRT-0002,4,Debit Card
2025-04-07 02:23:11.833985,Alexander Callahan,12:21:57,"West Lorraine, Utah, Saint Lucia - 65685",GROC-VEG-0006,1,Debit Card
2025-04-08 09:30:27.437412,Mark Hernandez,09:23:17,"Port Lauren, Mississippi, United Kingdom - 62794",GROC-VEG-0002,4,Credit Card
2025-04-06 12:23:40.042012,Robert Carr,09:31:42,"Bennettstad, Mississippi, Germany - 58299",GROC-BEV-0003,5,Debit Card
2025-04-22 21:02:56.913741,Deborah Villarreal,00:53:54,"Lake Maryberg, West Virginia, Aruba - 94210",ELEC-TAB-0003,5,Credit Card
2025-04-20 11:01:16.117321,Vanessa Santiago,19:54:57,"South Margaret, New Hampshire, Martinique - 70236",ELEC-CAM-0006,3,Debit Card
2025-04-28 01:50:34.272254,David Adams,09:06:45,"Randymouth, Wyoming, Italy - 31714",ELEC-SM-0001,5,Debit Card
2025-04-15 14:42:59.370887,Richard Smith,05:57:30,"East Erikaside, Maine, United States Virgin Islands - 85448",APPR-JNS-0011,5,Paypal
2025-04-20 03:47:10.393807,Michael Diaz,01:36:19,"South Marcus, Missouri, Iraq - 98964",GROC-BEV-0002,3,Paypal
2025-04-18 23:00:39.074989,Chelsea Franklin,15:00:53,"Terrellshire, Maine, Taiwan - 62959",AUTO-FIL-0002,3,Debit Card
2025-04-26 20:13:36.860910,Michael Austin,12:30:39,"Port Gregory, Connecticut, France - 08345",ELEC-LAP-0001,3,Paypal
2025-04-18 22:38:36.617864,Tiffany Morris,16:33:36,"New Andrew, Arizona, Central African Republic - 99112",GROC-FRT-0004,2,Debit Card
2025-04-29 13:21:10.818266,Wyatt Romero,19:32:07,"Davisshire, Iowa, China - 26441",GROC-SNK-0002,3,Paypal
2025-04-09 13:26:52.461015,Candice Wilson,13:15:30,"Lake Paul, Louisiana, Peru - 21276",FURN-BED-0009,5,Credit Card
2025-04-09 21:06:40.421739,Kevin Pruitt,02:16:04,"Jeffreyfurt, Washington, Korea - 04726",GROC-FRT-0009,3,Paypal
2025-04-07 04:34:58.600170,Karen Carter,10:00:18,"South Lisaland, Massachusetts, Slovakia (Slovak Republic) - 63836",FURN-BED-0006,2,Paypal
2025-04-09 04:30:24.185491,Brian Bennett,10:02:47,"East Aaron, Delaware, France - 58988",GROC-BEV-0009,5,Paypal
2025-04-23 21:14:29.175453,Denise Huffman,04:57:34,"Kirbymouth, West Virginia, Mayotte - 83186",FURN-BED-0004,1,Debit Card
2025-04-28 01:56:16.006462,Jennifer Martinez,22:45:11,"Port Sydneyfurt, Oklahoma, Yemen - 25790",APPR-SHT-0005,1,Paypal
2025-04-09 13:55:17.331166,Amy Salazar,02:21:06,"Stevensonport, Kentucky, Romania - 99061",AUTO-FIL-0002,3,Paypal
2025-04-21 19:13:10.771019,Tamara Ward,16:52:43,"Josephport, Vermont, Falkland Islands (Malvinas) - 04093",FURN-CHR-0015,3,Paypal
2025-04-17 10:38:49.419690,Trevor Ortiz,03:04:03,"New Anastad, Wyoming, Guinea - 69486",GROC-SNK-0003,2,Debit Card
2025-04-15 18:45:09.141364,Melanie Davis,03:26:41,"Gregorybury, West Virginia, Venezuela - 49266",APPR-SHS-0002,5,Debit Card
2025-04-23 16:45:28.590229,Kristin York,04:06:22,"Jonathantown, Ohio, South Africa - 81567",GROC-SNK-0005,5,Debit Card
2025-04-04 06:46:29.170259,Richard Harris,20:23:52,"Mcbrideburgh, Michigan, Madagascar - 61760",ELEC-SM-0013,1,Debit Card
2025-04-29 08:27:13.096129,Sheena Calderon,21:38:26,"Whitneyton, Texas, Saint Pierre and Miquelon - 29054",GROC-FRT-0010,3,Paypal
2025-04-16 18:42:01.089251,Angel Pitts,00:03:02,"Sarahfurt, Alabama, Solomon Islands - 59734",APPR-JKT-0005,4,Credit Card
2025-04-12 06:17:18.347747,Paul Potter,06:59:44,"Leslieton, Illinois, Singapore - 58582",FURN-CAB-0011,3,Credit Card
2025-04-06 23:33:01.294216,Christine Yoder,04:53:28,"Nunezbury, Massachusetts, Barbados - 59275",APPR-JKT-0005,1,Debit Card
2025-04-19 01:06:45.920513,Laura Montgomery,08:31:51,"Peterfurt, Nevada, Marshall Islands - 33467",AUTO-OIL-0012,3,Paypal
2025-04-21 15:09:42.442145,Michael Rice,18:46:35,"North Lisaport, North Carolina, Grenada - 94155",GROC-SNK-0007,1,Credit Card
2025-04-11 08:48:56.051165,Adam Powers,11:38:59,"Andrewtown, Hawaii, Montenegro - 86453",GROC-BEV-0007,4,Credit Card
2025-04-16 06:11:02.430771,Travis Webb,03:37:52,"Mcculloughstad, New York, Mayotte - 53341",AUTO-FIL-0001,1,Debit Card
2025-04-08 06:01:08.372793,Eric Henry,07:33:54,"Lake Brian, Illinois, Colombia - 48772",AUTO-BAT-0009,4,Paypal
2025-04-15 06:36:28.222314,Cheryl Wolfe,08:01:30,"North Pamela, Ohio, United States Virgin Islands - 21673",FURN-CHR-0001,3,Credit Card
2025-04-08 04:25:37.635586,Stephanie Estrada,04:31:44,"New Ann, Hawaii, Singapore - 90955",APPR-SHS-0006,4,Debit Card
2025-04-12 07:06:43.970176,Brian Morgan,13:48:45,"Greeneburgh, Delaware, United States Virgin Islands - 44056",AUTO-OIL-0002,3,Paypal
2025-04-14 18:16:16.176348,Melissa Hoffman,00:09:36,"Woodside, Louisiana, United Arab Emirates - 61722",AUTO-OIL-0011,2,Debit Card
2025-05-01 17:02:53.563559,Melanie Jefferson,13:01:09,"Port Heidiborough, West Virginia, Zimbabwe - 19782",ELEC-CAM-0006,5,Credit Card
2025-04-10 13:28:37.224784,Charles Williams,08:48:11,"North Josephmouth, Illinois, Mauritania - 74897",AUTO-TIR-0010,1,Credit Card
2025-04-21 07:40:39.588254,Edwin Campbell,12:32:35,"Alvarezview, West Virginia, New Zealand - 12369",AUTO-OIL-0010,3,Paypal
2025-04-09 13:47:34.524525,Nicholas Green,08:56:45,"East Robert, Oklahoma, Norfolk Island - 57872",FURN-DSK-0006,2,Credit Card
2025-04-09 10:48:49.344800,Colleen Gamble,22:24:47,"Lake Stephanieburgh, Indiana, Cook Islands - 67702",APPR-JKT-0022,2,Credit Card
2025-05-02 10:37:57.442573,Danny Gonzalez,13:40:15,"Eatonport, Connecticut, Pitcairn Islands - 51805",AUTO-FIL-0012,3,Credit Card
2025-04-06 23:54:21.903688,Donna Spencer,21:58:40,"Nguyenchester, Montana, Papua New Guinea - 01090",FURN-CAB-0001,3,Paypal
2025-04-14 22:41:44.939427,John Chan,23:55:19,"Foxport, Hawaii, Wallis and Futuna - 84821",AUTO-FIL-0007,1,Debit Card
2025-04-05 08:26:13.702446,Michele Patel,04:12:43,"Port Adrienne, Nevada, Indonesia - 08808",ELEC-SM-0006,2,Debit Card
2025-04-20 13:00:38.833985,Tina Smith,22:54:23,"North Philipstad, Montana, Montenegro - 84110",APPR-JKT-0024,1,Credit Card
2025-04-04 07:22:44.386944,Christina Lewis,22:13:52,"East Dawnmouth, Pennsylvania, Saint Vincent and the Grenadines - 75592",GROC-VEG-0001,1,Debit Card
2025-04-15 14:13:40.104806,Todd Mendoza,14:02:57,"Laurietown, Utah, Monaco - 10360",GROC-BEV-0006,4,Credit Card
2025-04-07 04:51:01.715411,Holly Morris,04:28:51,"Lake Thomas, Arkansas, Cape Verde - 63700",ELEC-TAB-0006,1,Paypal
2025-04-08 21:56:39.127622,Catherine Lee,02:52:20,"West Matthew, Massachusetts, Saint Lucia - 65091",FURN-CHR-0008,5,Credit Card
2025-05-02 14:42:53.796649,Stacy Barton,05:08:35,"Mosleyton, California, Mozambique - 18664",FURN-CHR-0016,2,Credit Card
2025-04-20 01:48:50.885840,John Smith,19:45:02,"Andersonberg, Vermont, Gambia - 35532",AUTO-FIL-0001,4,Paypal
2025-04-05 09:59:57.529136,Jeanne Morris,18:26:33,"South Jordan, Ohio, Taiwan - 87423",GROC-VEG-0001,3,Credit Card
2025-04-21 15:33:20.085256,Michael Sanchez,00:46:49,"Kristinefort, New Hampshire, Uganda - 98596",AUTO-TIR-0006,4,Debit Card
2025-04-18 00:30:02.089898,Allison Zimmerman,17:54:54,"Joshuaburgh, Arizona, Yemen - 16938",FURN-DSK-0004,3,Paypal
2025-04-06 13:08:58.035437,Stefanie Ferguson,02:18:35,"Matthewtown, Florida, Guatemala - 64819",AUTO-OIL-0007,4,Paypal
2025-04-05 20:08:38.371712,Christopher Thomas,08:55:04,"East Christy, North Carolina, Kenya - 87161",ELEC-SM-0002,4,Debit Card
2025-04-23 12:56:22.299840,Katherine Grimes,04:20:41,"South Stacey, Kansas, Morocco - 92775",APPR-JNS-0007,1,Paypal
2025-05-03 06:56:16.805042,Natalie Brown,15:27:32,"Carlsonbury, Wyoming, Slovenia - 04047",APPR-JKT-0006,3,Debit Card
2025-04-27 23:49:23.664041,Katherine White,19:56:33,"Thompsonbury, Utah, Timor-Leste - 15670",GROC-VEG-0003,4,Debit Card
2025-04-07 23:52:51.339981,Elizabeth Grant,17:02:21,"Kaitlynshire, Mississippi, Antigua and Barbuda - 79069",FURN-CAB-0001,5,Paypal
2025-04-12 04:44:32.772027,Anthony Allen,11:29:06,"New Vicki, Mississippi, Belarus - 97494",APPR-JNS-0012,4,Paypal
2025-04-19 17:22:16.725015,Mary Strickland,09:22:09,"Steelefurt, Indiana, China - 03023",GROC-BEV-0007,1,Paypal
2025-04-11 04:46:15.054399,Chad Hall,01:08:23,"Lake Michael, Louisiana, Mexico - 34799",AUTO-FIL-0002,4,Debit Card
2025-04-15 00:17:38.591599,Kari Maxwell,12:50:11,"Williamport, North Carolina, Switzerland - 88794",FURN-CHR-0005,3,Debit Card
2025-04-04 15:25:07.744051,Jacqueline Foster,03:46:21,"East Joshuamouth, Washington, Zimbabwe - 71214",APPR-SHS-0010,4,Paypal
2025-04-17 03:07:57.354423,Jacqueline Lyons,07:54:51,"Rebeccafort, Georgia, Jordan - 84396",ELEC-SM-0011,2,Debit Card
2025-04-09 17:18:26.044034,Heidi Thornton,14:46:24,"New Kathy, Colorado, Switzerland - 85897",GROC-SNK-0001,1,Credit Card
2025-04-08 16:23:10.842103,Carrie Rodriguez,16:53:12,"South Lisa, Rhode Island, Northern Mariana Islands - 93141",AUTO-FIL-0005,3,Debit Card
2025-04-07 02:57:12.098014,Jill Pena,01:34:14,"Timothystad, Utah, Zambia - 53698",GROC-VEG-0001,5,Credit Card
2025-04-20 16:30:20.089739,Barbara Jones,05:26:05,"Wallaceville, Pennsylvania, Albania - 77200",APPR-JNS-0019,5,Debit Card
2025-04-05 07:50:05.716084,Robert Wyatt,08:32:38,"Meghanfort, Oklahoma, Kiribati - 01424",GROC-FRT-0001,3,Credit Card
2025-05-03 09:14:31.784081,Julie Jacobs,04:57:23,"Jonesberg, Idaho, Costa Rica - 64308",AUTO-OIL-0013,1,Credit Card
2025-04-06 14:35:01.547918,Todd Gardner,00:56:41,"West Gregoryview, New Jersey, Korea - 71364",AUTO-BAT-0002,3,Credit Card
2025-04-06 06:41:06.438595,Laura Salas,11:22:47,"East Arianahaven, Montana, Japan - 78832",AUTO-FIL-0009,2,Paypal
2025-04-11 05:25:03.510676,Latoya Rivers DVM,18:39:43,"Brendaton, Oregon, Anguilla - 13229",FURN-CHR-0009,1,Paypal
2025-05-01 21:58:42.179101,Timothy Juarez,07:03:45,"Lake Bruceberg, Montana, New Zealand - 41547",ELEC-CAM-0003,1,Credit Card
2025-04-21 11:14:02.836731,Tiffany Stafford,04:10:50,"East Austinfort, New Hampshire, South Africa - 49738",APPR-JNS-0002,4,Paypal
2025-04-15 09:54:59.149364,Maria Jones,09:35:04,"North Zoe, Massachusetts, Antigua and Barbuda - 27270",GROC-VEG-0006,5,Debit Card
2025-04-08 20:10:02.188548,Brittney Daugherty,07:19:11,"Stephensstad, Wyoming, Nigeria - 43543",GROC-BEV-0011,4,Paypal
2025-04-06 23:54:57.202774,Larry Manning,08:54:26,"Crossborough, Georgia, Romania - 58036",AUTO-FIL-0009,5,Paypal
2025-05-03 11:17:31.230542,Dylan Thompson,00:42:01,"Claytonton, Tennessee, Sao Tome and Principe - 24749",APPR-SHS-0003,3,Debit Card
2025-04-21 23:09:16.734717,Amanda Nolan,21:51:11,"Gregoryville, North Carolina, Tajikistan - 53506",FURN-CAB-0005,1,Credit Card
2025-05-01 19:07:40.287006,Jordan Rodriguez,01:55:00,"New Linda, Wisconsin, Guyana - 26693",FURN-CHR-0020,2,Credit Card
2025-04-04 00:42:23.368872,Stephanie Howard,18:17:00,"Port Ryanshire, Maryland, Cuba - 54044",GROC-SNK-0001,1,Credit Card
2025-04-06 03:34:34.122566,Anthony Skinner,19:06:07,"New John, Montana, Benin - 96102",ELEC-TAB-0012,1,Credit Card
2025-04-19 17:20:04.525967,Dr. Samantha Martin,18:13:00,"Christianchester, Missouri, Barbados - 93297",AUTO-FIL-0007,5,Debit Card
2025-05-01 03:13:45.999880,Jennifer Delacruz,18:11:35,"Murphybury, Washington, Malta - 78040",ELEC-TAB-0008,5,Debit Card
2025-04-11 10:32:19.042398,Sean Baker,22:08:59,"Jenniferville, Kentucky, Belize - 43797",AUTO-BAT-0008,1,Credit Card
2025-04-17 20:07:59.895921,Jeffrey Gonzalez,12:19:17,"Monicastad, New York, Zambia - 16492",FURN-CHR-0011,4,Paypal
2025-04-22 16:22:32.916968,Brittany Wright,13:28:12,"East Markstad, Kentucky, British Indian Ocean Territory (Chagos Archipelago) - 49972",FURN-BED-0005,5,Paypal
2025-04-07 15:36:12.403977,Robert Smith,20:57:41,"East Catherineburgh, Kansas, Zambia - 09281",APPR-SHS-0001,1,Paypal
2025-04-08 08:31:24.486382,Brandon Mathews,00:06:36,"Mcconnellville, Florida, Lithuania - 20730",GROC-VEG-0001,5,Debit Card
2025-04-17 07:04:51.330301,Vanessa Schroeder,03:39:35,"West Lindsey, Wisconsin, Cayman Islands - 85678",ELEC-LAP-0011,2,Credit Card
2025-04-03 20:03:48.966578,Kelsey Potter,21:11:06,"Longfurt, West Virginia, New Caledonia - 31157",GROC-VEG-0004,5,Debit Card
